rain_s,month,PRCPs1,TMAXs1,TMINs1,rain_s1,PRCPj1,SNOWj1,SNWDj1,TMAXj1,TMINj1,prec_j1,PRCPs2,TMAXs2,TMINs2,rain_s2,PRCPj2,SNOWj2,SNWDj2,TMAXj2,TMINj2,prec_j2,PRCPs3,TMAXs3,TMINs3,rain_s3,PRCPj3,SNOWj3,SNWDj3,TMAXj3,TMINj3,prec_j3
1,1,0.42,45,35,1,0,0,46,25,14,0,0.59,45,36,1,0,0,46,39,24,0,0.47,51,42,1,0,0,48,40,33,0
1,1,0.31,45,34,1,0.26,2,48,28,14,1,0.42,45,35,1,0,0,46,25,14,0,0.59,45,36,1,0,0,46,39,24,0
1,1,0.17,45,32,1,0,0,47,25,23,0,0.31,45,34,1,0.26,2,48,28,14,1,0.42,45,35,1,0,0,46,25,14,0
1,1,0.44,48,39,1,0,0,45,38,20,0,0.17,45,32,1,0,0,47,25,23,0,0.31,45,34,1,0.26,2,48,28,14,1
1,1,0.41,50,40,1,0,0,43,37,27,0,0.44,48,39,1,0,0,45,38,20,0,0.17,45,32,1,0,0,47,25,23,0
1,1,0.04,48,35,1,0,0,43,30,25,0,0.41,50,40,1,0,0,43,37,27,0,0.44,48,39,1,0,0,45,38,20,0
1,1,0.12,50,31,1,0,0,42,29,19,0,0.04,48,35,1,0,0,43,30,25,0,0.41,50,40,1,0,0,43,37,27,0
1,1,0.74,43,34,1,0,0,42,27,18,0,0.12,50,31,1,0,0,42,29,19,0,0.04,48,35,1,0,0,43,30,25,0
0,1,0.01,42,32,1,0,0,40,25,19,0,0.74,43,34,1,0,0,42,27,18,0,0.12,50,31,1,0,0,42,29,19,0
0,1,0,41,26,0,0,0,40,43,20,0,0.01,42,32,1,0,0,40,25,19,0,0.74,43,34,1,0,0,42,27,18,0
0,1,0,45,29,0,0.25,3,43,41,35,1,0,41,26,0,0,0,40,43,20,0,0.01,42,32,1,0,0,40,25,19,0
0,1,0,38,26,0,0.6,0,40,37,33,1,0,45,29,0,0.25,3,43,41,35,1,0,41,26,0,0,0,40,43,20,0
0,1,0,34,31,0,0,0,40,38,34,0,0,38,26,0,0.6,0,40,37,33,1,0,45,29,0,0.25,3,43,41,35,1
0,1,0,34,28,0,0.15,0,38,39,34,1,0,34,31,0,0,0,40,38,34,0,0,38,26,0,0.6,0,40,37,33,1
0,1,0,35,29,0,0,0,38,43,36,0,0,34,28,0,0.15,0,38,39,34,1,0,34,31,0,0,0,40,38,34,0
0,1,0,33,28,0,0,0,38,41,34,0,0,35,29,0,0,0,38,43,36,0,0,34,28,0,0.15,0,38,39,34,1
0,1,0,34,27,0,0,0,38,37,32,0,0,33,28,0,0,0,38,41,34,0,0,35,29,0,0,0,38,43,36,0
0,1,0,36,29,0,0,0,38,44,33,0,0,34,27,0,0,0,38,37,32,0,0,33,28,0,0,0,38,41,34,0
1,1,0,48,32,0,0,0,36,42,33,0,0,36,29,0,0,0,38,44,33,0,0,34,27,0,0,0,38,37,32,0
0,1,0.21,47,44,1,0.3,0,34,39,31,1,0,48,32,0,0,0,36,42,33,0,0,36,29,0,0,0,38,44,33,0
1,1,0,47,43,0,0,0,34,39,28,0,0.21,47,44,1,0.3,0,34,39,31,1,0,48,32,0,0,0,36,42,33,0
0,1,0.1,45,34,1,0,0,34,33,21,0,0,47,43,0,0,0,34,39,28,0,0.21,47,44,1,0.3,0,34,39,31,1
0,1,0,46,30,0,0,0,34,31,22,0,0.1,45,34,1,0,0,34,33,21,0,0,47,43,0,0,0,34,39,28,0
0,1,0,45,32,0,0.43,5,39,32,29,1,0,46,30,0,0,0,34,31,22,0,0.1,45,34,1,0,0,34,33,21,0
0,1,0,53,33,0,0.22,0,37,40,31,1,0,45,32,0,0.43,5,39,32,29,1,0,46,30,0,0,0,34,31,22,0
1,1,0,53,25,0,0,0,37,39,33,0,0,53,33,0,0.22,0,37,40,31,1,0,45,32,0,0.43,5,39,32,29,1
1,1,0.22,42,34,1,0,0,36,35,30,0,0,53,25,0,0,0,37,39,33,0,0,53,33,0,0.22,0,37,40,31,1
1,1,0.03,47,30,1,0,0,36,35,27,0,0.22,42,34,1,0,0,36,35,30,0,0,53,25,0,0,0,37,39,33,0
1,2,0.21,35,27,1,0,0,36,31,27,0,0.03,47,30,1,0,0,36,35,27,0,0.22,42,34,1,0,0,36,35,30,0
0,2,0.03,39,30,1,0,0,34,30,17,0,0.21,35,27,1,0,0,36,31,27,0,0.03,47,30,1,0,0,36,35,27,0
1,2,0,43,26,0,0.29,0,30,35,16,1,0.03,39,30,1,0,0,34,30,17,0,0.21,35,27,1,0,0,36,31,27,0
1,2,0.2,38,26,1,0,0,30,37,29,0,0,43,26,0,0.29,0,30,35,16,1,0.03,39,30,1,0,0,34,30,17,0
0,2,0.14,39,31,1,0,0,30,31,22,0,0.2,38,26,1,0,0,30,37,29,0,0,43,26,0,0.29,0,30,35,16,1
0,2,0,36,26,0,0,0,30,25,10,0,0.14,39,31,1,0,0,30,31,22,0,0.2,38,26,1,0,0,30,37,29,0
1,2,0,43,20,0,0,0,30,32,16,0,0,36,26,0,0,0,30,25,10,0,0.14,39,31,1,0,0,30,31,22,0
1,2,0.06,43,27,1,0,0,28,32,15,0,0,43,20,0,0,0,30,32,16,0,0,36,26,0,0,0,30,25,10,0
0,2,0.56,44,35,1,0,0,28,19,16,0,0.06,43,27,1,0,0,28,32,15,0,0,43,20,0,0,0,30,32,16,0
0,2,0,45,32,0,0,0,28,25,18,0,0.56,44,35,1,0,0,28,19,16,0,0.06,43,27,1,0,0,28,32,15,0
0,2,0,39,27,0,0,0,28,20,5,0,0,45,32,0,0,0,28,25,18,0,0.56,44,35,1,0,0,28,19,16,0
0,2,0,46,23,0,0.22,0,24,38,11,1,0,39,27,0,0,0,28,20,5,0,0,45,32,0,0,0,28,25,18,0
0,2,0,43,26,0,0,0,24,39,33,0,0,46,23,0,0.22,0,24,38,11,1,0,39,27,0,0,0,28,20,5,0
1,2,0,47,35,0,0.15,4,28,34,18,1,0,43,26,0,0,0,24,39,33,0,0,46,23,0,0.22,0,24,38,11,1
1,2,0.5,46,39,1,0,0,28,19,5,0,0,47,35,0,0.15,4,28,34,18,1,0,43,26,0,0,0,24,39,33,0
1,2,0.35,45,37,1,0,0,28,6,0,0,0.5,46,39,1,0,0,28,19,5,0,0,47,35,0,0.15,4,28,34,18,1
1,2,0.84,52,37,1,0,0,28,7,-3,0,0.35,45,37,1,0,0,28,6,0,0,0.5,46,39,1,0,0,28,19,5,0
1,2,0.13,57,46,1,0.2,2,30,11,-1,1,0.84,52,37,1,0,0,28,7,-3,0,0.35,45,37,1,0,0,28,6,0,0
0,2,0.01,49,32,1,0,0,30,14,5,0,0.13,57,46,1,0.2,2,30,11,-1,1,0.84,52,37,1,0,0,28,7,-3,0
1,2,0,45,30,0,0,0,30,12,3,0,0.01,49,32,1,0,0,30,14,5,0,0.13,57,46,1,0.2,2,30,11,-1,1
1,2,0.74,45,35,1,0.27,3,33,18,10,1,0,45,30,0,0,0,30,12,3,0,0.01,49,32,1,0,0,30,14,5,0
1,2,0.46,49,37,1,0.27,3,36,23,18,1,0.74,45,35,1,0.27,3,33,18,10,1,0,45,30,0,0,0,30,12,3,0
0,2,0.11,47,38,1,0,0,36,26,19,0,0.46,49,37,1,0.27,3,36,23,18,1,0.74,45,35,1,0.27,3,33,18,10,1
1,2,0,47,36,0,0,0,36,25,20,0,0.11,47,38,1,0,0,36,26,19,0,0.46,49,37,1,0.27,3,36,23,18,1
1,2,0.05,44,36,1,0.15,0,36,38,22,1,0,47,36,0,0,0,36,25,20,0,0.11,47,38,1,0,0,36,26,19,0
1,2,0.98,47,41,1,0.6,6,42,41,34,1,0.05,44,36,1,0.15,0,36,38,22,1,0,47,36,0,0,0,36,25,20,0
0,2,0.09,49,37,1,0,0,42,38,25,0,0.98,47,41,1,0.6,6,42,41,34,1,0.05,44,36,1,0.15,0,36,38,22,1
0,2,0,47,35,0,0,0,42,33,15,0,0.09,49,37,1,0,0,42,38,25,0,0.98,47,41,1,0.6,6,42,41,34,1
0,2,0,50,32,0,0.65,6,48,30,20,1,0,47,35,0,0,0,42,33,15,0,0.09,49,37,1,0,0,42,38,25,0
1,3,0,46,34,0,0,0,48,32,22,0,0,50,32,0,0.65,6,48,30,20,1,0,47,35,0,0,0,42,33,15,0
0,3,0.19,47,32,1,0,0,48,30,19,0,0,46,34,0,0,0,48,32,22,0,0,50,32,0,0.65,6,48,30,20,1
0,3,0,50,31,0,0,0,48,25,18,0,0.19,47,32,1,0,0,48,30,19,0,0,46,34,0,0,0,48,32,22,0
0,3,0,52,28,0,0.8,6,54,25,15,1,0,50,31,0,0,0,48,25,18,0,0.19,47,32,1,0,0,48,30,19,0
0,3,0,57,31,0,1.25,12,60,30,24,1,0,52,28,0,0.8,6,54,25,15,1,0,50,31,0,0,0,48,25,18,0
1,3,0,47,40,0,0.12,12,72,32,27,1,0,57,31,0,1.25,12,60,30,24,1,0,52,28,0,0.8,6,54,25,15,1
1,3,0.06,47,41,1,0.1,2,74,32,25,1,0,47,40,0,0.12,12,72,32,27,1,0,57,31,0,1.25,12,60,30,24,1
1,3,0.16,42,34,1,0,0,74,33,17,0,0.06,47,41,1,0.1,2,74,32,25,1,0,47,40,0,0.12,12,72,32,27,1
0,3,0.11,42,33,1,0,0,74,36,22,0,0.16,42,34,1,0,0,74,33,17,0,0.06,47,41,1,0.1,2,74,32,25,1
0,3,0,47,33,0,0,0,74,34,16,0,0.11,42,33,1,0,0,74,36,22,0,0.16,42,34,1,0,0,74,33,17,0
1,3,0,51,31,0,0.2,2,76,30,24,1,0,47,33,0,0,0,74,34,16,0,0.11,42,33,1,0,0,74,36,22,0
1,3,0.08,51,31,1,0.1,1,77,35,28,1,0,51,31,0,0.2,2,76,30,24,1,0,47,33,0,0,0,74,34,16,0
1,3,0.06,60,37,1,0,0,76,38,25,0,0.08,51,31,1,0.1,1,77,35,28,1,0,51,31,0,0.2,2,76,30,24,1
0,3,0.02,54,35,1,0,0,76,35,24,0,0.06,60,37,1,0,0,76,38,25,0,0.08,51,31,1,0.1,1,77,35,28,1
0,3,0,52,34,0,0,0,76,35,17,0,0.02,54,35,1,0,0,76,35,24,0,0.06,60,37,1,0,0,76,38,25,0
0,3,0,52,36,0,0,0,76,40,29,0,0,52,34,0,0,0,76,35,17,0,0.02,54,35,1,0,0,76,35,24,0
1,3,0,50,33,0,0,0,76,38,29,0,0,52,36,0,0,0,76,40,29,0,0,52,34,0,0,0,76,35,17,0
1,3,0.01,50,36,1,0.1,1,77,39,32,1,0,50,33,0,0,0,76,38,29,0,0,52,36,0,0,0,76,40,29,0
0,3,0.13,48,35,1,0.12,3,79,40,32,1,0.01,50,36,1,0.1,1,77,39,32,1,0,50,33,0,0,0,76,38,29,0
1,3,0,47,33,0,0,0,79,38,18,0,0.13,48,35,1,0.12,3,79,40,32,1,0.01,50,36,1,0.1,1,77,39,32,1
1,3,0.06,44,33,1,0.16,1,80,32,23,1,0,47,33,0,0,0,79,38,18,0,0.13,48,35,1,0.12,3,79,40,32,1
1,3,2.04,46,37,1,1.74,12,92,32,28,1,0.06,44,33,1,0.16,1,80,32,23,1,0,47,33,0,0,0,79,38,18,0
0,3,0.03,44,30,1,0,0,92,33,25,0,2.04,46,37,1,1.74,12,92,32,28,1,0.06,44,33,1,0.16,1,80,32,23,1
1,3,0,54,31,0,0,0,90,28,18,0,0.03,44,30,1,0,0,92,33,25,0,2.04,46,37,1,1.74,12,92,32,28,1
1,3,0.4,54,36,1,0,0,90,30,22,0,0,54,31,0,0,0,90,28,18,0,0.03,44,30,1,0,0,92,33,25,0
0,3,0.33,50,35,1,0,0,89,30,20,0,0.4,54,36,1,0,0,90,30,22,0,0,54,31,0,0,0,90,28,18,0
0,3,0,56,36,0,0,0,89,34,13,0,0.33,50,35,1,0,0,89,30,20,0,0.4,54,36,1,0,0,90,30,22,0
0,3,0,70,38,0,0,0,88,34,14,0,0,56,36,0,0,0,89,34,13,0,0.33,50,35,1,0,0,89,30,20,0
0,3,0,64,39,0,0.05,0,88,38,29,1,0,70,38,0,0,0,88,34,14,0,0,56,36,0,0,0,89,34,13,0
0,3,0,49,39,0,0.03,0,88,40,34,1,0,64,39,0,0.05,0,88,38,29,1,0,70,38,0,0,0,88,34,14,0
0,3,0,54,38,0,0.06,0,85,40,33,1,0,49,39,0,0.03,0,88,40,34,1,0,64,39,0,0.05,0,88,38,29,1
1,4,0,53,40,0,0.03,0,85,40,29,1,0,54,38,0,0.06,0,85,40,33,1,0,49,39,0,0.03,0,88,40,34,1
1,4,0.17,46,37,1,0,0,85,34,28,0,0,53,40,0,0.03,0,85,40,29,1,0,54,38,0,0.06,0,85,40,33,1
1,4,0.34,45,33,1,0,0,85,35,28,0,0.17,46,37,1,0,0,85,34,28,0,0,53,40,0,0.03,0,85,40,29,1
1,4,0.03,47,32,1,0,0,85,38,28,0,0.34,45,33,1,0,0,85,35,28,0,0.17,46,37,1,0,0,85,34,28,0
1,4,0.19,49,31,1,0,0,85,38,30,0,0.03,47,32,1,0,0,85,38,28,0,0.34,45,33,1,0,0,85,35,28,0
1,4,0.08,51,32,1,0,0,82,36,29,0,0.19,49,31,1,0,0,85,38,30,0,0.03,47,32,1,0,0,85,38,28,0
0,4,0.09,44,34,1,0.15,4.3,82,38,29,1,0.08,51,32,1,0,0,82,36,29,0,0.19,49,31,1,0,0,85,38,30,0
1,4,0,55,30,0,0,0,82,38,32,0,0.09,44,34,1,0.15,4.3,82,38,29,1,0.08,51,32,1,0,0,82,36,29,0
1,4,0.11,59,32,1,0,0,82,39,34,0,0,55,30,0,0,0,82,38,32,0,0.09,44,34,1,0.15,4.3,82,38,29,1
1,4,0.54,50,39,1,0,0,80,38,32,0,0.11,59,32,1,0,0,82,39,34,0,0,55,30,0,0,0,82,38,32,0
0,4,0.18,53,38,1,0,0,80,36,28,0,0.54,50,39,1,0,0,80,38,32,0,0.11,59,32,1,0,0,82,39,34,0
1,4,0,51,38,0,0,0,80,38,28,0,0.18,53,38,1,0,0,80,36,28,0,0.54,50,39,1,0,0,80,38,32,0
1,4,0.03,50,39,1,0,0,72,39,34,0,0,51,38,0,0,0,80,38,28,0,0.18,53,38,1,0,0,80,36,28,0
0,4,0.01,59,39,1,0,0,72,38,32,0,0.03,50,39,1,0,0,72,39,34,0,0,51,38,0,0,0,80,38,28,0
1,4,0,63,42,0,0,0,72,39,32,0,0.01,59,39,1,0,0,72,38,32,0,0.03,50,39,1,0,0,72,39,34,0
0,4,0.33,65,47,1,0,0,64,39,34,0,0,63,42,0,0,0,72,39,32,0,0.01,59,39,1,0,0,72,38,32,0
1,4,0,62,43,0,0,0,64,40,34,0,0.33,65,47,1,0,0,64,39,34,0,0,63,42,0,0,0,72,39,32,0
0,4,0.37,54,44,1,1.03,0,64,40,36,1,0,62,43,0,0,0,64,40,34,0,0.33,65,47,1,0,0,64,39,34,0
0,4,0,58,41,0,0,0,59,40,34,0,0.37,54,44,1,1.03,0,64,40,36,1,0,62,43,0,0,0,64,40,34,0
0,4,0,61,37,0,0,0,59,38,32,0,0,58,41,0,0,0,59,40,34,0,0.37,54,44,1,1.03,0,64,40,36,1
1,4,0,66,39,0,0,0,59,36,32,0,0,61,37,0,0,0,59,38,32,0,0,58,41,0,0,0,59,40,34,0
1,4,0.09,55,44,1,0,0,52,40,32,0,0,66,39,0,0,0,59,36,32,0,0,61,37,0,0,0,59,38,32,0
1,4,0.24,57,43,1,0,0,52,40,36,0,0.09,55,44,1,0,0,52,40,32,0,0,66,39,0,0,0,59,36,32,0
1,4,0.02,55,42,1,0,0,52,42,38,0,0.24,57,43,1,0,0,52,40,36,0,0.09,55,44,1,0,0,52,40,32,0
1,4,0.7,46,40,1,0,0,41,42,38,0,0.02,55,42,1,0,0,52,42,38,0,0.24,57,43,1,0,0,52,40,36,0
0,4,0.02,49,34,1,0,0,41,40,36,0,0.7,46,40,1,0,0,41,42,38,0,0.02,55,42,1,0,0,52,42,38,0
0,4,0,50,32,0,1.04,0,41,43,36,1,0.02,49,34,1,0,0,41,40,36,0,0.7,46,40,1,0,0,41,42,38,0
1,4,0,53,31,0,0,0,39,43,39,0,0,50,32,0,1.04,0,41,43,36,1,0.02,49,34,1,0,0,41,40,36,0
0,4,0.05,45,38,1,0,0,39,44,39,0,0,53,31,0,0,0,39,43,39,0,0,50,32,0,1.04,0,41,43,36,1
1,4,0,54,33,0,0,0,39,44,40,0,0.05,45,38,1,0,0,39,44,39,0,0,53,31,0,0,0,39,43,39,0
1,5,0.16,56,35,1,0,0,26,42,38,0,0,54,33,0,0,0,39,44,40,0,0.05,45,38,1,0,0,39,44,39,0
1,5,0.01,58,38,1,0,0,,55,34,0,0.16,56,35,1,0,0,26,42,38,0,0,54,33,0,0,0,39,44,40,0
1,5,0.08,57,35,1,0,0,,57,33,0,0.01,58,38,1,0,0,,55,34,0,0.16,56,35,1,0,0,26,42,38,0
0,5,0.59,53,42,1,2.03,0,,48,33,1,0.08,57,35,1,0,0,,57,33,0,0.01,58,38,1,0,0,,55,34,0
1,5,0,57,42,0,0,0,,52,31,0,0.59,53,42,1,2.03,0,,48,33,1,0.08,57,35,1,0,0,,57,33,0
1,5,0.56,55,45,1,0,0,,55,34,0,0,57,42,0,0,0,,52,31,0,0.59,53,42,1,2.03,0,,48,33,1
0,5,0.27,58,42,1,0,0,,58,35,0,0.56,55,45,1,0,0,,55,34,0,0,57,42,0,0,0,,52,31,0
1,5,0,59,40,0,0,0,,57,38,0,0.27,58,42,1,0,0,,58,35,0,0.56,55,45,1,0,0,,55,34,0
0,5,0.02,54,42,1,0,0,,55,32,0,0,59,40,0,0,0,,57,38,0,0.27,58,42,1,0,0,,58,35,0
1,5,0,52,41,0,0,0,,60,33,0,0.02,54,42,1,0,0,,55,32,0,0,59,40,0,0,0,,57,38,0
0,5,0.26,57,43,1,0,0,,57,37,0,0,52,41,0,0,0,,60,33,0,0.02,54,42,1,0,0,,55,32,0
1,5,0,63,44,0,0,0,,55,39,0,0.26,57,43,1,0,0,,57,37,0,0,52,41,0,0,0,,60,33,0
1,5,0.39,56,42,1,0,0,,62,35,0,0,63,44,0,0,0,,55,39,0,0.26,57,43,1,0,0,,57,37,0
1,5,0.14,55,43,1,0,0,,69,40,0,0.39,56,42,1,0,0,,62,35,0,0,63,44,0,0,0,,55,39,0
0,5,0.03,58,43,1,0,0,,61,40,0,0.14,55,43,1,0,0,,69,40,0,0.39,56,42,1,0,0,,62,35,0
1,5,0,64,43,0,0,0,,58,40,0,0.03,58,43,1,0,0,,61,40,0,0.14,55,43,1,0,0,,69,40,0
0,5,0.29,60,47,1,0.04,0,,60,39,1,0,64,43,0,0,0,,58,40,0,0.03,58,43,1,0,0,,61,40,0
1,5,0,62,43,0,0.4,0,,55,35,1,0.29,60,47,1,0.04,0,,60,39,1,0,64,43,0,0,0,,58,40,0
1,5,0.01,60,45,1,0.03,0,,54,41,1,0,62,43,0,0.4,0,,55,35,1,0.29,60,47,1,0.04,0,,60,39,1
0,5,0.1,60,40,1,1.7,0,,55,35,1,0.01,60,45,1,0.03,0,,54,41,1,0,62,43,0,0.4,0,,55,35,1
0,5,0,73,44,0,1.6,0,,52,39,1,0.1,60,40,1,1.7,0,,55,35,1,0.01,60,45,1,0.03,0,,54,41,1
0,5,0,62,47,0,1.76,0,,50,39,1,0,73,44,0,1.6,0,,52,39,1,0.1,60,40,1,1.7,0,,55,35,1
0,5,0,65,48,0,0.7,0,,50,41,1,0,62,47,0,1.76,0,,50,39,1,0,73,44,0,1.6,0,,52,39,1
0,5,0,66,50,0,0,0,,58,36,0,0,65,48,0,0.7,0,,50,41,1,0,62,47,0,1.76,0,,50,39,1
0,5,0,80,51,0,0,0,,63,40,0,0,66,50,0,0,0,,58,36,0,0,65,48,0,0.7,0,,50,41,1
0,5,0,73,51,0,0.04,0,,60,44,1,0,80,51,0,0,0,,63,40,0,0,66,50,0,0,0,,58,36,0
1,5,0,69,48,0,0,0,,62,41,0,0,73,51,0,0.04,0,,60,44,1,0,80,51,0,0,0,,63,40,0
1,5,0.83,60,50,1,0,0,,66,41,0,0,69,48,0,0,0,,62,41,0,0,73,51,0,0.04,0,,60,44,1
1,5,0.88,53,48,1,0,0,,65,41,0,0.83,60,50,1,0,0,,66,41,0,0,69,48,0,0,0,,62,41,0
0,5,0.3,58,48,1,0,0,,64,46,0,0.88,53,48,1,0,0,,65,41,0,0.83,60,50,1,0,0,,66,41,0
0,5,0,69,44,0,0,0,,57,46,0,0.3,58,48,1,0,0,,64,46,0,0.88,53,48,1,0,0,,65,41,0
0,6,0,77,46,0,0.04,0,,58,44,1,0,69,44,0,0,0,,57,46,0,0.3,58,48,1,0,0,,64,46,0
0,6,0,71,46,0,0.04,0,,55,43,1,0,77,46,0,0.04,0,,58,44,1,0,69,44,0,0,0,,57,46,0
1,6,0,76,49,0,0.08,0,,62,44,1,0,71,46,0,0.04,0,,55,43,1,0,77,46,0,0.04,0,,58,44,1
0,6,0.01,67,52,1,0.23,0,,60,40,1,0,76,49,0,0.08,0,,62,44,1,0,71,46,0,0.04,0,,55,43,1
0,6,0,70,49,0,0,0,,56,44,0,0.01,67,52,1,0.23,0,,60,40,1,0,76,49,0,0.08,0,,62,44,1
0,6,0,75,48,0,0,0,,58,44,0,0,70,49,0,0,0,,56,44,0,0.01,67,52,1,0.23,0,,60,40,1
0,6,0,82,53,0,1.16,0,,62,45,1,0,75,48,0,0,0,,58,44,0,0,70,49,0,0,0,,56,44,0
0,6,0,87,59,0,0.15,0,,60,47,1,0,82,53,0,1.16,0,,62,45,1,0,75,48,0,0,0,,58,44,0
0,6,0,87,60,0,0,0,,62,42,0,0,87,59,0,0.15,0,,60,47,1,0,82,53,0,1.16,0,,62,45,1
0,6,0,81,57,0,0,0,,69,40,0,0,87,60,0,0,0,,62,42,0,0,87,59,0,0.15,0,,60,47,1
1,6,0,76,55,0,0,0,,75,42,0,0,81,57,0,0,0,,69,40,0,0,87,60,0,0,0,,62,42,0
1,6,0.92,60,53,1,0,0,,73,42,0,0,76,55,0,0,0,,75,42,0,0,81,57,0,0,0,,69,40,0
1,6,0.18,68,50,1,0,0,,70,40,0,0.92,60,53,1,0,0,,73,42,0,0,76,55,0,0,0,,75,42,0
0,6,0.11,68,51,1,0,0,,72,43,0,0.18,68,50,1,0,0,,70,40,0,0.92,60,53,1,0,0,,73,42,0
0,6,0,72,50,0,0,0,,74,45,0,0.11,68,51,1,0,0,,72,43,0,0.18,68,50,1,0,0,,70,40,0
1,6,0,71,50,0,0,0,,75,48,0,0,72,50,0,0,0,,74,45,0,0.11,68,51,1,0,0,,72,43,0
1,6,0.09,60,52,1,0,0,,76,46,0,0,71,50,0,0,0,,75,48,0,0,72,50,0,0,0,,74,45,0
0,6,0.01,66,51,1,0,0,,75,47,0,0.09,60,52,1,0,0,,76,46,0,0,71,50,0,0,0,,75,48,0
0,6,0,71,50,0,0,0,,73,52,0,0.01,66,51,1,0,0,,75,47,0,0.09,60,52,1,0,0,,76,46,0
1,6,0,68,52,0,0.06,0,,68,50,1,0,71,50,0,0,0,,73,52,0,0.01,66,51,1,0,0,,75,47,0
1,6,0.76,60,52,1,0.12,0,,60,52,1,0,68,52,0,0.06,0,,68,50,1,0,71,50,0,0,0,,73,52,0
0,6,0.01,63,50,1,0.03,0,,57,47,1,0.76,60,52,1,0.12,0,,60,52,1,0,68,52,0,0.06,0,,68,50,1
0,6,0,62,49,0,0,0,,58,47,0,0.01,63,50,1,0.03,0,,57,47,1,0.76,60,52,1,0.12,0,,60,52,1
0,6,0,70,47,0,0,0,,67,41,0,0,62,49,0,0,0,,58,47,0,0.01,63,50,1,0.03,0,,57,47,1
0,6,0,64,50,0,0,0,,67,47,0,0,70,47,0,0,0,,67,41,0,0,62,49,0,0,0,,58,47,0
0,6,0,64,48,0,0,0,,65,45,0,0,64,50,0,0,0,,67,47,0,0,70,47,0,0,0,,67,41,0
0,6,0,74,50,0,0.6,0,,65,48,1,0,64,48,0,0,0,,65,45,0,0,64,50,0,0,0,,67,47,0
0,6,0,79,52,0,0.6,0,,60,50,1,0,74,50,0,0.6,0,,65,48,1,0,64,48,0,0,0,,65,45,0
0,6,0,82,57,0,0,0,,55,46,0,0,79,52,0,0.6,0,,60,50,1,0,74,50,0,0.6,0,,65,48,1
0,6,0,83,56,0,0,0,,62,44,0,0,82,57,0,0,0,,55,46,0,0,79,52,0,0.6,0,,60,50,1
0,7,0,74,53,0,0.15,0,,67,47,1,0,83,56,0,0,0,,62,44,0,0,82,57,0,0,0,,55,46,0
0,7,0,69,45,0,0,0,,65,45,0,0,74,53,0,0.15,0,,67,47,1,0,83,56,0,0,0,,62,44,0
0,7,0,70,44,0,0.1,0,,67,51,1,0,69,45,0,0,0,,65,45,0,0,74,53,0,0.15,0,,67,47,1
1,7,0,77,47,0,0.6,0,,55,50,1,0,70,44,0,0.1,0,,67,51,1,0,69,45,0,0,0,,65,45,0
1,7,0.24,66,49,1,0,0,,66,45,0,0,77,47,0,0.6,0,,55,50,1,0,70,44,0,0.1,0,,67,51,1
1,7,0.27,67,50,1,0,0,,73,45,0,0.24,66,49,1,0,0,,66,45,0,0,77,47,0,0.6,0,,55,50,1
1,7,0.44,71,51,1,0,0,,72,47,0,0.27,67,50,1,0,0,,73,45,0,0.24,66,49,1,0,0,,66,45,0
0,7,0.09,66,51,1,0,0,,70,52,0,0.44,71,51,1,0,0,,72,47,0,0.27,67,50,1,0,0,,73,45,0
0,7,0,71,48,0,0,0,,68,50,0,0.09,66,51,1,0,0,,70,52,0,0.44,71,51,1,0,0,,72,47,0
0,7,0,78,51,0,0,0,,61,53,0,0,71,48,0,0,0,,68,50,0,0.09,66,51,1,0,0,,70,52,0
0,7,0,73,55,0,0,0,,65,48,0,0,78,51,0,0,0,,61,53,0,0,71,48,0,0,0,,68,50,0
0,7,0,71,54,0,0,0,,70,44,0,0,73,55,0,0,0,,65,48,0,0,78,51,0,0,0,,61,53,0
0,7,0,72,50,0,0,0,,75,48,0,0,71,54,0,0,0,,70,44,0,0,73,55,0,0,0,,65,48,0
0,7,0,76,50,0,0,0,,72,50,0,0,72,50,0,0,0,,75,48,0,0,71,54,0,0,0,,70,44,0
0,7,0,77,51,0,0,0,,69,48,0,0,76,50,0,0,0,,72,50,0,0,72,50,0,0,0,,75,48,0
0,7,0,82,51,0,0,0,,69,50,0,0,77,51,0,0,0,,69,48,0,0,76,50,0,0,0,,72,50,0
0,7,0,80,55,0,0,0,,71,47,0,0,82,51,0,0,0,,69,50,0,0,77,51,0,0,0,,69,48,0
1,7,0,82,55,0,0,0,,74,48,0,0,80,55,0,0,0,,71,47,0,0,82,51,0,0,0,,69,50,0
1,7,0.05,61,54,1,0,0,,72,55,0,0,82,55,0,0,0,,74,48,0,0,80,55,0,0,0,,71,47,0
0,7,0.09,64,55,1,0.4,0,,70,54,1,0.05,61,54,1,0,0,,72,55,0,0,82,55,0,0,0,,74,48,0
0,7,0,67,54,0,0.76,0,,58,48,1,0.09,64,55,1,0.4,0,,70,54,1,0.05,61,54,1,0,0,,72,55,0
0,7,0,74,55,0,0.75,0,,55,46,1,0,67,54,0,0.76,0,,58,48,1,0.09,64,55,1,0.4,0,,70,54,1
1,7,0,71,53,0,1.24,0,,55,50,1,0,74,55,0,0.75,0,,55,46,1,0,67,54,0,0.76,0,,58,48,1
0,7,0.01,71,53,1,0.43,0,,55,49,1,0,71,53,0,1.24,0,,55,50,1,0,74,55,0,0.75,0,,55,46,1
0,7,0,72,49,0,0.5,0,,55,50,1,0.01,71,53,1,0.43,0,,55,49,1,0,71,53,0,1.24,0,,55,50,1
